@relation twitter
@attribute Text string
@attribute class-att {in,out}

@data
"High five F**k it high five t.co RJDabOOBdI via @9GAG t.co 5cEFaw5d0d",out
"@D_Falt it was amazing",out
"@JPTheHound why are you laughing",out
"Mobile games review Godus Rules Technology The Observer t.co praHAVRQiJ",out
"Physics done t.co 50Ku0jerjm",out
"At the end of the day can always look in the mirror and still be thankful have good metabolism",out
"@Viccent22 love my family my friends my people love me and hope this can always together?",out
"@EMOXREVIVAL year old cass uses the word delusional im impressed",out
"#airindia needs an app That all ve got",out
"Del taco fries cure everything",out
"DON KNOW WHAT TO SAY FUCK FUCK FUCK FUCK",out
"Open house SSFC Bandar Sunway t.co n1lgsZxu9K",out
"Just posted photo North Pattaya Beach t.co 3seL8tAs7c",out
"@QueenLeylaxo hear the same thing lol",out
"@shona_darley liking the new avi bootifullllll",out
"where the yayo",out
"#Crayfish hunting #greatcatch #tonsofcrayfish t.co Pu97P4HStI",out
"Glad didn see the video want to be surprised",out
"@helenaabuchan @coreyhayward11 that not very nice",out
"?????? with @Listia_praditaS and @sorayaphn at Brastagi Supermarket t.co GyaRlE0PHS",out
"passed up cuddle buddy tonight ? but nome of my friends hit me up and starving",out
"not person who gives up lot but had to",out
"The maze runner",out
"Go follow ~>>> @DwimarthaSB #fjm1",out
"It is so great when you re sad there always way or there always people yang can cheer you up Thanks jannah abg emi and farah izati",out
"All do is talk about my puppy ?",out
"@Jurmer wanna do something tomorrow",out
"Reunited and missing another three <3 #Melakatour Crystal Bay t.co etmkXekiM9",out
"Lol still can believe saw jamie fuck right at the railings",out
"@RandyRizo @daviantelon @RobertAyala_ that wassup",out
"do that wife shit but how many can really handle me",out
"Watching Here Comes the Boom at cimuncang t.co ZD9CtrPVrH",out
"“@zaynfeeIs THIS MAKES ME ABSOLUTELY HAPPY YOU GUYS HAVE NO IDEA t.co BZIHYwGzWX” ????",out
"Can fucking sleep",out
"Love the way you lie",out
"Curve RT“@Muni563 @Way_Too_Cold lmfao got hacked ??”",out
"need somrbody to vent to",out
"at London Stansted Airport STN @stn_airport in Stansted Mountfitchet Essex t.co 3Tox26UEDz",out
"“@KymHope253 Take notes ????? t.co E5BVTbiLPk”",out
"Still Up When Need To Be Sleep",out
"@SumerWoodwardx aww haha have bad cough but nout bottle of vodka won sort out",out
"at Mr Rabbit in Moctezuma Chiapas t.co 70WSYGj2Bv",out
"Go follow @savaaMW lagiOn #FJM PROMBACK*1",out
"Headache",out
"QUITTING SMOKING IS THE HARDEST THING EVER DONT EVerrrrrrr start",out
"@_Psycho_3318 @princessdanny__ lol it gone be iight out my mentions",out
"@BringerOfRain20 you were pretty safe Thank god you guys still won",out
"First game of the season @SwindonTownLFC ???",out
"wanna sleep now",out
"4n0nymouz photo t.co hjVJrfJXnZ #The truth comes out#Dont let bad article Get in the way of good #Story#Think before write",out
"Seems like everybody in my tl need or want sex right now ?",out
"?? with @Sassaa16 at Swimming Pool Kedaton Hotel t.co 1S9IKlN1Rj",out
"Well just got home #TheUsual",out
"When everyone knows ain ?",out
"Just Wanna Go To Sleep My Mind Is Racing Have No One To Vent To??",out
"@TheStaunton No doubt but the freedom to express it is as everywhere determined by current political masters",out
"Feeling such cripple this morning Back is killing me #AchesAndPains",out
"Ready to rendezvous once again the Crazy Aunts Vasamuseet in Stockholm t.co 93j53vYFS6",out
"love Carlos haha cute ass nigga",out
"Happy birthday ka @Putri_Shisi {}",out
"Alright ll see what up You watch",out
"It good to know now that you are an asshole and waste of my time ??",out
"With Adniel and @fendi_znl at ITC Mangga Dua t.co pulmAJjVli",out
"if what we had was real how could you be fine",out
"Ready to get this pregnancy over with",out
"incredibly regret the decision to pound bottle of soco back last night Think may have problem just too much of LAD #boozy",out
"#vscocam Last night we had pizza from place where you can sit by the canal with pink balloon and… t.co QMv3X4rCfA",out
"really craving uphuthu na maas but in my state",out
"No way have me izzie just woke up running stupidly late now",out
"Let just say think everyone aware wearing lot less makeup than was yesterday #deeeeed #nys14",out
"So nervous scared to look at my twitter updates lol #PBADraft2014 #baloria",out
"@Santi_Bob_ shut TF up nd go to sleep young one",out
"My niggas gone follow me and if something pop off they gone ride with me and we gone TEAR.THIS.MUTHA.FUCKER.DOWN????",out
"@EvanThaKid hahahah why thank you fellow lightskin",out
"Ene ne Wele peren be",out
"@twt_arsenalMY and who is this Hehe cehh jk ?",out
"hope can go back to sleep",out
"Sums up the night pretty well #lovewaterpoloboys t.co a4UKOVIGV4",out
"@Blackboyfly oh hey have you officially got out of football and athletics",out
"@MARSHdaVEGAN wish it was tbh",out
"@MissAdele__ @call_me_Jarvis It was time for breakfast?",out
"30 am Riding in car with Michael Colton Charles and Jessica Singing loud and proud ??? #wagonwheel",out
"Tonight dressed up like Justin Bieber and wouldn’t say that I’m proud of that but it happened",out
"Go follow @savaaMW lagiOn #FJM PROMBACK*2",out
"Dying my hair tomorrow",out
"@Sabrinabreanne there lot more minutes than there is hours",out
"Mobile is ass",out
"@Floofychu WHOA can exchange time for kitten that seems like better deal",out
"@RealNikkiB it sugar glider they re adorable @CutestVine",out
"“@TerryLee__ Y’all fixed that dive and fumble bullshit or nah @EASPORTS @EAMaddenNFL” BRO HATE THAT SHIT",out
"Jgh from church",out
"Couldn be happier with life and all the people have in mine right now ?",out
"@hafaitsjoebin ur own is still the worst",out
"Arrived back to our cosy apartment after spending the weekend organising our new house to broken heater Not sad it our last week",out
"Why is everyone sleeping",out
"*Bank Holiday Sunday* Shots For £7.00 @PlymBarbican @radioplymouth @Plymouth_Hour @plymouth_devon #bankholidayweekend #plymouth",out
"The Frontier Fieldhouse never dissapoints Great night",out
"Am right Don you trust me women",out
"pain in the ass",out
"@HaryanaTweets sure no channel will cover this.PM shud shown this Proves that day heckling was intentionally planned executed",out
"XD HARD ROCK HOTEL PALM SPRINGS @hrhpalmsprings in Palm Springs CA t.co GlfLeXl0y9",out
"Catss everywhere ? heaven",out
"@_tokkiJaeJaeee know that in real life but emotionally it hurts .it hurts that he gave up the past the memories all the hardship cos",out
"Im cold gotta pee But ion feel like getting up",out
"@BigAndiD yeah don’t expect us to be back to winning ways for quite some time But some of our other younger fans think we should be",out
"don wanna go to work nooo",out
"don want to get upp",out
"Im up",out
"Happy Sunday?? at GMIM Bukit Moria Rike [pic] t.co 6ol4UaqHkA",out
"And so passes another day",out
"give your ass whole clip you can keep it",out
"Top 10 Mobile Tricks t.co qO0m5h9ii5 August 24 2014 at 02 00PM",out
"Watching The Fault In Our Stars with Yonida Fanya and @Farra_salsabila at Home? t.co TiDvOjDrnI",out
"act like care",out
"@Bfehoko1 My bad dude but keep eating bro",out
"Finna try go to slp hard wid dis on my mind",out
"@djcarnage is going NEXT level on #sxm right now",out
"SEEMS LIKE IF WAS ALONE DON WANT DEMI TO LOSE GUYS SHE TOO FUCKING IMPORTANT TO ME #votedemilovato @ddlovato",out
"Blackouts in Egypt Prompt Accusations t.co imD5FMVpJj t.co oFJmh4yzwv little work went into this",out
"Hope @JZAdaDodger_3 #jellyfish @GhostfaceKillah",out
"Was hoping for proper goodnight text",out
"Me Neddy #donkeyselfie t.co BuDpGRN8Xw",out
"@UglyAaron_ stomach be eating ya back",out
"@Real_Liam_Payne What else can do to ensure that you follow me seguime please {]",out
"@Martian_MUFC lol nah man Idc anymore he missed yday on his debut",out
"thinking about checking for an apt in Ottawa fuck it",out
"#fact Lemons contain more sugar than strawberries",out
"News spreads fast",out
"Ain nobody up",out
"And I’m off to bed I’ll be back for more Simpsons tomorrow Goodnight #EverySimpsonsEver",out
"@africanvolcano um yes Can compare it to my flavoured cures Am sure it will be ace",out
"Lol @GardenersofEden Who made you smile today",out
"Alissa is probably the funniest person ever met",out
"One day one day ll be like no no no bow don bitch ahahah ?",out
"@_DJALIVE_ alright Bromigo Sounds dope? do have my mobile telephone number ?",out
"With @rynysitorus_ at Ramsis UNHAS [pic] t.co dLZuxfCOhL",out
"Won you stay with me cause you re all need ??",out
"@Sendeva Again with @weniweenii at @fky25 t.co dXuCN5ehD6 balikan ceritane",out
"#phonecovers Post Edited t.co Yyjg4eK7mG Hot Future Releases in Electronics Accessories Mobile Phone t.co gfnrNrnonz",out
"MTM part III at @the_park_solo t.co 2payi4d6Ma",out
"You might think you do But in reality you don",out
"Why am awake rn ?",out
"just got pretty much convinced to buy disneyland ticket",out
"Are you really that insecure Thinking fucking my bestfriend #BOYBYE",out
"Sound Like Niggas Was Fighting Last Night",out
"@LOLkmillz sorry bitch but you have literally ZERO room to talk about anyone looks ??",out
"Oh food Food Food and food ? Isdaan Floating Restaurant Tarlac t.co krkLHfIQ0a",out
"@craveliz lol all scored were nasty gal condoms",out
"Wind Barometer 1001 hPa Rising slowly Temperature 18 °C Rain today mm Humidity 68%",out
"@MikeWiLLMadeIt ReTweet Hottest Joint Out Right Now For The Stoners And Pack Handlers #loud #12 #Cuc #ILMG t.co XPTfn4QS1n",out
"@abbi_cuffe WHAT Hahahaha as in he was wearing one or dancing behind one",out
"LIKE A.H Lacson corner Tuazon t.co 1Qu31eBzyv",out
"Panas2 dingin2 ???? with Vend at Vin Ice Cream t.co TNiCLRfzhG",out
"Lmao so this bitch is on Rachel side or what",out
"Go follow @savaaMW lagiOn #FJM PROMBACK*3",out
"@FillWerrell Makes you think t.co k1QH16WGIb",out
"First game of the season 2daii hope we can start iit of wiith wiin #GFC #Neymaaaaar",out
"Falling in love with @akshaykumar again",out
"the only one get deeper with is my bae @LaidbackLuke",out
"Sick and chill ass night with the babe and friends ????",out
"got interview at 30 im still up knowing my lazy ass dont do mornings",out
"@VirgoHoroscop No matter how shy or sweet you think Virgo is don ever underestimate them",out
"@RealAlexJones Why the press merely scuffed over the fact that over 100 of the world top AIDS HIV experts were killed in the MH17 crash",out
"“@WorIdStarVine #IfIWasACop do this if you would too #LetsBeCops t.co Q17tq5up6D” LMAO",out
"so dead that pic funny af",out
"Level with Cam @camerondallas #cashdash t.co ynO9bBo3kv",out
"@siaosips you guess hm ok",out
"pipi pau tanjung malim photobombed by this buddy Swedish Museum of Natural History t.co OXBXOiEhrX",out
"Coffee break ? with @SyafwanMunir and Andri at Pasar Hongkong t.co RdcG0tS88g",out
"@jonnytheferret great film t.co I679U7HEuU",out
"Lunchie with Devisya at De Cafe MG Suite Apartment Hotel [pic] t.co Oem7TIYaae",out
"@Ayyyy_Fo_Alan @ohamairani_ damn talk about blowing people up with them monsters",out
"@alythemermaid This @AriLynn___ t.co LTMNZSZxzl yaaasssss",out
"ll never understand men",out
"@nana_figa @UN_secretary @nana_figa oh char make know Massa too carry ur sis come ano get sisto",out
"leave it all in the hands of Karma @JeffAliBw Lucky you Where come from is what we know as Blood Feud @Thabie_Busumane don hate",out
"Breakfast Time Starbucks t.co YbX7Vnk0PR",out
"@denzfbrro Well my opinion only ? #sorrynotsorry t.co HbVTrb4V1o",out
"Got ticket fucken ?",out
"@claaaireflores American pie",out
"@Viccent22 love my family my friends my people love me and hope this can always together?",out
"Simple Haircut Can Do So Much For Nigga ?",out
"This the shit that live for",out
"@kml__ want my first daughter to girl ima spoil her ass #minime #ha ????? child",out
"getting pissed now",out
"@Taylorpollard01 great ?",out
"Feeling some type of way ??? #idgt",out
"Never too early for ramen",out
"Looking forward to meeting #Gwyllyn @Gillebride again today with @InverOutlanders Heard him sing live last night Wow t.co 13005eEYhc",out
"you swear like wanna fucking answer your calls",out
"@SALOMI ok thanks .just working lots.have horrible cold as well hope ur having fun .am reading interpretation of dreams atm .yay freud",out
"People get disrespected cus they let themself get disrespected",out
"@princesaaaa_ too bad",out
"Giveup~ ? at Nagoya Hill Shopping Mall t.co 01Z81bbRQn",out
"Shit happens",out
"Damn many lor t.co kSp0DRlHg1",out
"@sander_georg @wurstzombie @frau_meike tolle sache dieses native advertising",out
"at St.Elisabeth Hospital t.co G44oKEzu09",out
"Full af just ate McDonald and wings",out
"Heading to an unknown destination",out
"? @__Darne SNEAKERS ARE TERRIBLE INVESTMENT t.co WBOpcHq2Im",out
"Good morning",out
"100 arrows to the chest but still One more step",out
"Is it really 30",out
"Justin bieber ain shit",out
"So Many Bruises",out
"think just understood what college is Wow?",out
"@Dat_Sexy_Boy @Multi_RP_Otaku If you re going to talk about another guy do it somewhere else It pisses me off",out
"don know how people settle for anything less than queen size bed ?",out
"@Caitlin_182 how wtf",out
"@Jess_Eldridge saw Randal at liv street last night was singing and heard shut up embo At bottom of escalators ?",out
"could only watch minute of this Hahaha oops #Arrow",out
"Kaitlyn mom tried to call my gmom ??? straight blocked her number from my gmom phone",out
"the walk to work had been full of fun and smirks thanks to #thedannybakershow",out
"Every time close my eyes pray for rain",out
"Only bad thing about letting my dog in bed for cuddle is that she has to lick my hands and hate it",out
"Rob Knight and just bumped into each other in the lounge at NRT me on to Seoul him to Singapore small world",out
"@hayilaaa_ stalking me Lol but nah Jp nowhere near sleep ?",out
"But then end up deleting them",out
"need to pee",out
"@Ezebravvv9 que bronk",out
"@kandycelauren mean yes That sounds useful and intriguing",out
"Dill pickle fucker #BrandNameJasonLeeTattoo",out
"@Tanner_Hewitt you gotta face time me on my apple ID thing haha ill face time you see if it works",out
"@saintxkitten The series will ruin our lives",out
"Promised wouldn drink till my birthday There goes that",out
"Forces from #Libyan city of #Misrata say they seized #Tripoli airport t.co 10NNyeuLO5",out
"could kill bitch right now",out
"You would be traveling faster than what people see with their own eyes So wouldn that be traveling into the future",out
"So this is what happens when your phone gets stolen @georgierowe @Jimmaayy4 t.co u7z6N2gEgk",out
"People be doing the most on this late night Twitter shit",out
"Her nudes are out 10",out
"@UncleRUSH Spread happy enthusiastic loving energy the world will give what give it",out
"Just finished his homework The little chicken ??? #ArtClass #ChicMask My Home Sweet Home t.co qEJyaUjOWC",out
"her ass act funny when she up to no good ?",out
"@ErinAnderrson 10 man",out
"@wrb330 The kid got vision",out
"@Dan_Pa1mer well done Dan great to see you join in with the good cause",out
"love Gabbby",out
"at Kuching International Airport KCH in Kuching Sarawak t.co t8FttZtn4V",out
"at Coleocelcole house in Indonesia t.co vOqgSN2I99",out
"at Martinucci t.co 8tivpKjJG3",out
"@PrincessMishh nope",out
"@kelly3442 JACK KELLY OMG MADE ME LOL",out
"Tagged by @narryx__ Never be End up here Amnesia Mrs all American #vote5sos t.co TelppTx02T",out
"Srsly sucks everyone is going back or is already going to school ? no one to turn up with during the week ??",out
"more hours t.co baPC61ww7c",out
"Paying shit no mind ?",out
"123 strikes your out lmfao",out
"Quote retweet and repost this tweet if you want Demi to win her second VMA #VoteDemiLovato t.co nZvzGUYGpD 79",out
"main air with Andriza and @jojoojuan at Depok Fantasi Water Park t.co gxbvjBVQog",out
"Just posted photo ocean view residence t.co a0TnDjL14k",out
"Cause tonight for the first time Im loving who be",out
"@SupremeKAJ @DangeloBrown25 heard things",out
"what the point if can have twitter mobile what the Point",out
"Man girls really be hoes Like didn know it was this many thirsty women in the world",out
"should go to bed",out
"#GuardiansOfTheGalaxy was too damn funny Favourite Marvel movie of all time Hands down",out
"You are after all what you think",out
"Gosh",out
"@IsraelAldama @jrtoads itth okay ithrael ?",out
"“@MarioMazza3 Not even tired” you lied to us",out
"iPhone owners EARN MORE THAN YOU says mobile report t.co folXG49ycu",out
"at Heybeli Ada t.co FIWyJMoWuA",out
"@Free_Radical1 Isn there scrambling and Wagner Meerwine to show cation as well as pseudo 1st order kinetics at constant pH",out
"Doesn feel like Sunday at all",out
"main game",out
"@MaggieMac42 @Islamic_Truth Yep it their stated aim Wish we had politicians with common semse and balls",out
"Goodmorning?",out
"@SafaricomLtd Network Problems In Naivasha South Lake for days Now ??",out
"10456262_1435731843381001_4381853112950193568_n Fm Social Networking Community t.co ZC4AeEPQeQ via @www.facemaldives.com",out
"My whole mood ruined just that fast",out
"Getting new phone next week",out
"@Dvmey_ quick teller",out
"Yeyy ? Guardians of the Galaxy at New Star Cineplex t.co 2br4MHM7RK",out
"@CJ5_JR Outtttaaa here how is this Nigga tweeting without touching his phone",out
"Leo think would suffer from bouts of forgetfulness He seems like forgetful person",out
"@steve_mcfc @Devil_Red_1878 @MullockSMirror @DaveHendrick_AI my other point was those players HELPED you win the title It fact Goodbye",out
"just gonna have to ignore the fact that One Direction is in town Only about an hour away from me AN HOUR ?????????",out
"FYF DAY WAS SUCCESS t.co LEmNUYtprq",out
"Go red team",out
"“@TwerkForGabriel suck at relationships lol” story of my life",out
"Tamil everywhere At 6SY colaba t.co 7doOkTI936",out
"Glad saw @Sebastiann_15 tonight Always love to see people from high school",out
"Di Maria ???? the best ?? t.co oncWWpsaBh",out
"Test",out
"Cool Websites Tools Remote Desktop Gateway Mobile Email Popup Dreams Research t.co aSkPa5rYPJ #tech #gadgets",out
"@Dr_H_S_7 no just his mouth and small bits of skin",out
"Advective sabio wise t.co nkjBLuu8Rd #Spanish #Vocab #SpanishVocab",out
"Life is box full of chocolates You never know what you re gonna get Forest Gump pa more",out
"@haemeimei me too",out
"Having great trip to London catching up with my family and friends t.co 8aCErKk5BM",out
"Wind km ENE Barometer 1020 hPa Rising slowly Temperature 14 °C Rain today mm Humidity 99%",out
"@zazazainuddin hehe thanks zaza get well soon",out
"And we have niggas who cum on your pants",out
"did over 22 000 steps yesterday walking in Mcr Pride Parade No wonder my feet feel so bad But good fun",out
"Look like doing car boot",out
"Love when oomf is in cute mood ??",out
"feel so sick and shitty?",out
"@the_HB_Qartel @kaysnyche L.E go find place give am for the team inside Then like make he go psg hahaha why udey fear",out
"Very late lunch at Gio Vanese [pic] t.co hAifpfalIR",out
"@asliyoyo can stand you don know how you became *superstar*",out
"My dad is bearly telling me about him ?",out
"@marlefa_boo want all the sisters there My personal invite",out
"at Maia House t.co vB5Q6w4tc9",out
"At Manado Town Square MANTOS t.co GKRrTm3KJC",out
"Flant",out
"He was posta be dead but let it slide cause he ain worth it",out
"Why can sleep",out
"Ugh streaming games not working And made some in game meals heading off to sleep then",out
"How was that drunk last night ?",out
"Hey @CallMeShivi look what just found @selenagomez t.co PgrtXzMZYl",out
"*COSTA COFFEE COME TO @BRIXHAM Good or bad news for the town t.co 0Gugrzh6Yd",out
"So much hope for something that ll never happen",out
"It is meaning though that life Tryna protect your feelins",out
"GoAteneo",out
"Its so hot?",out
"NeverBuyLivesAgain Live 4ever Play 4ever with Mo Candy on Amazon best candy game in world t.co JCuwVcmsFM #CheetahGirls2 $1.00",out
"outdoor yeah",out
"Could stay cozy in bed already t.co OV9yo1UdQb",out
"wow gonna be cranky tomorrow ?",out
"@Im_Gmoney everybody",out
"At Astro Burger t.co Eor4mEYlHx",out
"Having heart to heart talk with some random girl because she the only one that seems to understand",out
"No training for two weeks has done me good hope @funktionfitness is ready for me next week the place is going to get teared up #backonit",out
"rushing home cause gramps came to my houseeeee",out
"@xdakidx22 got ?????",out
"need followers more to have 666 followers please",out
"This is where pass out",out
"How to Connect wifi internet from Android Mobile to Laptops through Hotspot t.co lGHyvXDSRj August 24 2014 at 02 00PM",out
"@alexusprather lmfaoo kno ???",out
"Wya you might light cause you didn do your math like",out
"ARE YOU JOKING ME",out
"The Music We Make Is Projection Of Our Inner Most Beings .Supreme That Is Mean .Kinda Like The Study Of Music Anatomy",out
"With @fathiafrh at @gramedia t.co ynkhAAkK7V",out
"With @RosidaTunisa at @pizza_hutid t.co 0vT8eUgUgz",out
"@ViviSmalls damn miss ap bio huh xD",out
"@baillie_robert is it that obvious? #luvsthefizz",out
"@uncleversace yes pls",out
"Miss you",out
"vaike and his gang of candypop thugs are being extremely patient with this guy who looks like he got separated from the pride parade",out
"@richardosman sugar in your tea",out
"Tea date with them ?? #college #friends Heavenly Tea t.co yyo7xHy19D",out
"morning",out
"Bitch took my alc",out
"votem #MTVHottest Justin Bieber",out
"Just posted photo Smart Araneta Coliseum t.co zCP9oKZMYb",out
"Sunday morning at Akelarre Bye bye party",out
"Look like she had synthetic weave lmao",out
"Feel like we re in different country",out
"@troyaclarke dinners are the best ? t.co 9iA6gogXyg",out
"@ernmeyy oh my lord",out
"been drankin",out
"completeness ?",out
"Definitely worth playing Heroes of honor mobile Free game t.co QBnhwSd1v1 t.co 6E4B1o52nV",out
"Guardian of Galaxy .yeeeeiii with @parwatininghati @BagusParadipa and bagus at @cinema21 t.co yZhcJGJuuz",out
"Don do the same old ways It nicer to be different sometimes",out
"Fuuuuck",out
"@Not_So_Witty @DiegoTibbles @Wee_Sio @TitianConfction t.co wqSDjB3or1 would she have won if this was known before",out
"Do not under estimate aging there are myriad of gifts starting with wisdom inspired through experience",out
"@ImJayGrey thanks for the follow",out
"@Real_Liam_Payne What else can do to ensure that you follow me seguime please ×>]",out
"@gadger4 someone must know who he is like Fucking toby tho",out
"Whoever lives above me in building 13 Unv fountains literally hate you and you stomp like an elephant ???",out
"@simplyysavi don get cocky ?",out
"@Etholdir is there ever coming lotro sparring tournament like the setlercraft am into the minecraft tournament",out
"@iRealMacklemore @BeyonceKnowIess Yupp no dat feeling Only takes prayer and faith to overcome dat feeling Trust in God THE ALMIGHTY",out
"@FIirtations Relationship Goals t.co 9IE7wYxafD yaaaaaaaasssssss ??",out
"Le room~ ??",out
"don get why you would make fun of my last name you dumb bitch will kill you in your sleep",out
"@niiabbosey My response to them will sleep enough after death",out
"@zer0deConduit @thoughtland dreadful to see someone so educated being do damn thick lot of wilful ignorance stupidity around ATM",out
"Karrah can go to sleep anytimee now",out
"Ahhh at Rest Area KM 13.5 Palm Square t.co dskVWUpy0P",out
"Damn phone memory .all my pictures on my laptop",out
"What breathe of fresh air",out
"@FitzgeraldCarl @kballer1987 yeah think so butt He class act and the sort of quality we need",out
"hope its true that Di Maria is on his way to United Need solid and reliable source to confirm it",out
"#jalang2carimamam #jombelitudung #jilbab all the way to bangi for #coffee and planning for next… t.co 60sMs5CZyQ",out
"Currently am on bus heading to Phuket hours journey can see their highway with my own eyes So dare to say this",out
"@babyrekis25 you can come to my spot if you need to",out
"@DameDenning gutted to be saying goodbye to your Honey for the 3rd time today ? Not sure how feel about the 4th time ??? xxx",out
"Cold",out
"??? with @yayanksyahputri at Gate [pic] t.co 6KxEAepnr9",out
"This part made me cry t.co puyqI6C1VB",out
"@le_videography @hoshimesambayon @atlantakarenina okieee texting ats now how about @kuehnebolo and @angiejumalon",out
"Associate Director of #johnyleverLive #Chatting #chilling before TheShow #Ahmedabad 24the Aug Four… t.co MUzzssF34B",out
"Im over it",out
"Don be so busy changing your life that you miss your life",out
"Just had the worst coffee ???",out
"@OnerG94 Thanks for the follow Have awesome #Sunday <3",out
"???????#wellington #waterfront #neon #tree #lights Queens Wharf t.co HnjNX6JbYc",out
"@Neymarzete3309 hello good mornijg good day to you bay jean pierre t.co cl74t3Yw0E",out
"dedicate this song to you the one who never sees the truth",out
