@relation twitter
@attribute Text string
@attribute class-att {in,out}

@data
"Nobody is awake and wants to talk ?",out
"?? at Jim Barbershop t.co y2JDDyS6Tb",out
"arrived to HongKong yesterday?? It very very hot ??? but enjoying ? t.co iM6hyeOC8u",out
"Esp one of them .she looks like someone else entirely and so .adult .it quite freaky QAQ",out
"@hidaaysi draw stache on her",out
"at The Morning After @ativoplaza t.co jfl0o5yhj7",out
"Dont be too quick to forgive someone who isnt truly sorry",out
"Renang dulu at Bubble Waterboom Greenland City t.co thZ2oAYjg1",out
"Waffle House ?",out
"Now im fuckin alll these niggas hoes",out
"Mug shots for the popo ? t.co mSP9DxB2PL",out
"go",out
"Music sets the mood",out
"Do not enjoy getting up at half six on my day off #SleepDeprived",out
"Shoe With Flyknit Flywire Lunarlon Air Max Bubbles Would Be Dream Come True Imagine How Comfortable That Would Be",out
"No one wants to hear you bitch about how much of scumbag your ex is just to see tomorrow that your posting how perfect he is ?? stfu",out
"always want you when im coming down ?",out
"don give fuck what anyone says .taco bells bean burrito is the best",out
"@asiulana_ @queen_april13 ana shut up no one was talking too you",out
"You re so cuteeeeeee",out
"#Marketing #Job alert Senior Product Manager Consumer Health Merck #FlemishBrabant t.co 1UslA1toJ2 #Jobs",out
"Wind 6.9 km Barometer 1030.5 mb Rising slowly Temperature 7.9 °C Rain today 0.0 mm Humidity 99%",out
"It can always get better",out
"want fresh start with everything",out
"@ArmstrongSuz can decide if want cocktails or you to come sit on my couch with pizza hmmm",out
"@tiiierrraa but she already know tho Lol",out
"As if watching Inception sober was hard enough",out
"Big or small efforts are efforts ??",out
"Aaaaaaaaaaaaaaaghhhhhhh like fuck",out
"Time for bed",out
"@Sevens_girl well you go do that ? im layed up my nigga right now do ttyl ??",out
"“@_JackieShaun want one gyal come out the blue talking bout Jason is they best friend id slap him and her back into conception ????",out
"Happy Birthday ya filty animal #vegas #loveyou #surrender #dillionfrancis Surrender Nightclub t.co RuVosWt102",out
"thats the amazing level of #eChaiInMumbai @smartprat @Urdand_1209 @eChaiVentures @VESIMSR @zankrut @ankitakadam19",out
"“@yahgirlsammy oomf has nice tits tbh” huh wow",out
"@iAmHandsome12 have to do it again homie",out
"@daveholly54 fancy mid week trip to Sheffield then",out
"@DomozWorld lol well OK .I ll be waiting lol love you",out
"With @adwinasf and @officialtiar at Ganesha Operation t.co WvN4taoX7k",out
"@MatteBlack24 can even deny that ???",out
"#AskIslamicState if she 10 are you 10",out
"@_QualityKid @LoochxG @Zhollis_time lmao that nice Tim",out
"Babies who vomit passively is JUST laundry problem #baby101",out
"Every saturday night with these racing cars sweeaarr ?",out
"Just ordered me sum BO Jackson",out
"09 29 IST Temperature 24.1°C Wind kmph ave kmph gust Humidity 53% Rain hourly 0.0 mm Pressure 1009 hPa steady",out
"found some of my old bios im vomiting t.co FQjMYmEeqC",out
"Wait what when did it become 12 30 thought it was like eight",out
"@ThatRetartedMom My son just went out to buy new rubbers We used to call them erasers when was in school",out
"cant believe saw my aunt down st Mary .best part of the night",out
"All of all can ?? t.co u6KtMOEUZl",out
"Sober as an ox @Alex_Childers",out
"@kristlebasilio fourthy Gimme Live",out
"Can believe still up ya",out
"somebody call me",out
"always like Fuck women bro Then look at the last tweets have posted and then say Well that probably why single",out
"Watching Grace Of Monaco with @rsyu_ at @cinema21 t.co 6XUsYVoWv7",out
"@IvoVegter imagine you spotted this but in case not long Neville interview with van Gaal t.co T7cmEoTLey",out
"So confused need clear picture rn",out
"@scottiepigeon def Beautiful lady BUT such horrid attitude time to time ?",out
"Late lunch with @andhiwicaksana and @BudiansyahKukuh at @sugarush_bdg [pic] t.co ScKpUjv4GT",out
"Fuck VIRGO ??",out
"@_dreamlivin916 he so cute",out
"need to be with you",out
"There more out there for me",out
"Wind km SW Barometer 1012 hPa Lenta diminuzione Temperature 22 °C Rain today mm Humidity 71%",out
"Don talk act Dont say show Dont promise prove",out
"Dry and High",out
"Population of Finland 467 280",out
"When Jr try following up seniors makin there own cheer for their class Nigguh your time will come just not now",out
"@LouiegeeZ damn chill my nigga can find down ass loyal girl",out
"Art is lie that makes us realize truth at least the truth that is given us to understand @NicholasSparks",out
"@ashleysmitth_ @laurennwilke cuddle puddle",out
"@ShawnWatson510 boy would be like have class lol",out
"@jazlaw24 Now you just sound like lunatic",out
"Thanks god for another day #TeamFollowBack",out
"rather been ya",out
"Chilling blowin dis girl scout to da face #draped",out
"The devil is lie Rick Ross",out
"would so date this kid t.co dmpddXeEGi",out
"just want you by my side to do it all",out
"@MyTypeOfPartyy fosho fucc wit bibby",out
"HEY MIKEY? PLS follow me Sending love from home in Sydney AUS ?? Have fun on tour we miss you back home @Michael5SOS @5SOS #vote5sos ?",out
"Best friends means pull the trigger Best friends means you get what you deserve",out
"Just woke up",out
"So wish was at Leeds fest",out
"Evrybody comes to Hollywood .you are in t.co sKpxYcpg1e",out
"#mbm24giveaway have been tweeting all week ?i probs wont win???but ily& this would be perfect for me?????? t.co LNG0apNZ83",out
"Wind 0.0 mph Barometer 29.833 in Steady Temperature 62.9 °F Rain today 0.00 in Humidity 57%",out
"Bitches will through shitt like that in yo face cause they have no life stg",out
"Its late",out
"@hannahclare_12 ahh Close enough guess mean that what call you",out
"Everyone thinks Todd and are dating Unbelievable #COUSINS",out
"@MCLabinjo @madi_torres_ @artificialeste dude fuck off",out
"Im fiinna call jordan now",out
"How did QH Varsity football do tonight",out
"Shout out to the Bud Light girls for the sweatband it was definitely needed on the walk home",out
"@SweetLoveMsg miss you the old you The new one sucks",out
"Me ew hate this song Me *sings it anyway*",out
"With rini at @cinema21 t.co 3xHT5rOxWQ",out
"@JarylAD that hairy tummy 3°°",out
"@SNu_Zeke371 thanks BB??? will man thank you for everything Much love goodluck on your senior year ?can wait to come back see ya ??",out
"Met girl today We had long discussion about wine",out
"Moody day #hongkong Clear Water Bay t.co n4BYmXvLBp",out
"@nancyjarvis628 @GolfSchoolGB @TheMensHumor @lisahafemann ll have to have someone take it and they are all asleep",out
"This is the worse team USA ve seen",out
"@iamSonnyboy #throwback with ma",out
"@LeslieHeinonen where do you live",out
"These people on #crystalmaze are shit",out
"So meaann guess my bestfriend is coming next weekend Yessss yayyyy @demixavila",out
"#SuspiciousIncident at 512 South Hampton Avenue #orlpol",out
"working the twitter night shift",out
"more hours",out
"“@wyzzle_wany @iamdeemerlon today dierrr the odds shouldnt lie to us oh” #believe",out
"Touchdown Samar Happy Fiesta Catbalogan",out
"Watched #LetsBeCops jells laughs Now at home missing my BabyGirL Night tweeterss xO",out
"Devonport the current temp is 11.1°C wind speed 0.0 km gusting 0.0 km rain today 0.0 mm t.co L8Xwxd2izS",out
"MORE EMOJIS",out
"@l_muscat ok luvvy gone to bed because it been one hella day and about to fall out ???????",out
"wish could od on candy",out
"it make sense to me so whatever",out
"Morniby fuad hugs @fuwadii @_Chake_ morning Chake",out
"the words of teen smoking at home t.co hcS5xaWkDn",out
"@inklydrop Jia you for CW ? t.co Se1GlZ9BPE",out
"knew shouldn have gotten mad now having sharp pain in my stomach uuuhhhh",out
"@Fuckits_SHACQ ? send me them in whatsapp @_x0sw @Fuckits_SHACQ ??? ??? shhh ??",out
"@_aaliyahsam ??? okay and",out
"AUSTRALIANS ALL LET US REJOCE",out
"@KathirVJFan @Vivek_tweetz @iam_str wats tht tweet",out
"@Nat_Flores92 @ellierose06 today is the day all the best guys see you there wish you all the best as married couple",out
"can my cousin rn ??",out
"@ashjonesLOM lameeeeeeeeeee",out
"@MasanMilluh thanks dude knew that since foreva hermano",out
"its my day off ive longed for this lie in ?? #sweetjesus",out
"your words mean nothing",out
"@kevinsexyharris @BigAl1428 @cat_legs @KelseyNoorda @greene_cheyenne @Hay_Scoffield we are just one big happy group of pals #hangoutsoon",out
"@XxTahManxx song ?",out
"And the seats we got are right in front of first base ??",out
"Wind 4.3 mph NW Gusting 9.8 mph Barometer 1015.2 mb Rising slowly Temp 12.8 °C 0.5 °C Rain today 0.3 mm Humidity 73% #dyffryn",out
"Exactly how feel sometimes t.co 8MJhSucJL7",out
"Too much fun not built for wastern",out
"Haha you pussy",out
"Take it to the head",out
"@Oprah today subject who fucked whose girl",out
"at Demircan Ticaret t.co p8KxBWVjLa",out
"??????? you are like pizza bc love can joking Michael Clifford pls follow me ??????? #vote5sos @Michael5SOS ?2656",out
"Just keeping up with the Kardashians at 330 am Nbd",out
"@Fizzy829 looks like you ve got some help on your side from some Canadian bankers eh t.co xBnJk0vHe4",out
"How the fuck did get strip throat",out
"After almost 10mo he finally surprised me the words Jordan Olson love you too baby <3",out
"#votedemilovato cause she an american lol love you @ddlovato 72",out
"Ne tatil bee t.co 9w8o9eykx7",out
"“@funsizeee_mia got all kinds of baby shower screenshots in my phone ? all for chels lol” Pinterest",out
"Vespa key with @larasatibp at @pizza_hutid [pic] t.co WMiwymGOZp",out
"Charming is an option",out
"lost lot of friends and they aint even dead ??",out
"Got off late af",out
"who else just scrolling lurking ?",out
"@SkySportsNewsHQ Wenger has got nafn scared of coz diz statistics definately very poor one",out
"@Tiff343 tbh had to read this couple of times?",out
"You Better chill with me tomorrow ?",out
"Please tell Edwina Currie that there isn vote in Britain on Scottish Independence #disenfranchised #bbcbreakfast @BBCBreakfast #fb",out
"@KyleGlastoDrums What model is this #AthingOfBeauty ?",out
"Attention Extra Long Bicycle With thanx to VCU Urk t.co Bo9KEVK1Hw",out
"@kristlebasilio thirty nine Gimme Live",out
"@CoreenCampbell it didnt look like me",out
"#ResNews CCTV images released after two cameras stolen in The Maltings St Albans t.co s2SrufBYhL #stalbans #harpenden",out
"#????? fighting my oppa oppaaa???",out
"at 1st Avenue Mall @1stavenuepenang in George Town Penang @cassyyykc t.co gqK56RXmkh",out
"@Nicholas_Hirst @manofatom Hangry",out
"Fabreeze t.co eZjLBrQfMN",out
"@extendosnclips_ Everybody watch porn Idgaf whatchu say",out
"03 30 02 Temp 72.3ºF Dew Point 68.9ºF Heat Index 72.3 Rain today 0.00 inches Wind 0.0 mph from the SW Gusting to 0.0",out
"HEY BOYS it not hard to be real with girl man the fuck up for once SOOOO sick of these guessing games",out
"@tfBettsy1892 @TheNufcPost this cunt let me book bus didn show up No phone call or nothing Proper cowboy 40 lads let down",out
"Youre the boy Youre the one Cuz youre good boy and you know it you look so different around me",out
"My bittie staying the night shit",out
"Snap chatting all hours of the night since everyone passed out t.co eHqstP3Dst",out
"“@josh_almightyy @butterbeanz_ can stay ??? on the floor",out
"When are you gonna put down 30 Rock bro Baldwin one liners are top drawer",out
"@IamWillSCFC @FootyFansChants bloody love that one",out
"honestly my bestfriend t.co 1rJxyqiDki",out
"@MarvelousMare oh youknow???",out
"favorite things on twitter that don even remember favoriting",out
"New Arrival Red Hot Lips ? #trendy #earcuff and #earring Get this edgy yet #Fancy #chic… t.co 68Yg0aMHno",out
"@Karel_Super7 Instagram KarelSusanteo and Your 1st fanbase official @KARELSWAG fllbck #KonserMahakarya *101",out
"at Amsterdam Airport @Schiphol AMS in Schiphol Noord Holland t.co eRZhLnOoET",out
"@jaironpaloma sorry",out
"Right better watch this #MOTD50 programme since ve been watching it for near on 30 years",out
"With ryan @yudhapamungkas6 and others at Jonas Photo t.co 9U5qhvUlOJ",out
"bc can",out
"Future t.co x9dg6pU7rz",out
"Ewwww Stfu You were lame excuse for friend .I hope what you did to me fucks you over",out
"Think gato has become my bffffffl",out
"Is it the real thing or is it just one night stand",out
"22nd September 2014 ? happy birthday na ka Ying ?? PizzaZo Bistro t.co MlW8PrMTKK",out
"@PUNKASSERIC yea really jus talkin to jus to talk its obvious ur rational and can understand everything say being offended",out
"@express_mardley exactly bc you re mean",out
"@CStanish2 fake as fuck",out
"Cute girls come into my dms pls",out
"#Animation Turns #JazzMusic Into Something Visual t.co 8lFUBEYMDi",out
"@aatika_b @_viviaanL dont know how she does it either",out
"Crying cus finally reunited with @_triinn after month",out
"@Joi_the_Artist Ah silly in jokes that take on their own life the internet would be much less interesting place without them",out
"Worst mood rn",out
"@lexialegria know finally #Turnt4Jesus",out
"@TrapK__ thanks buddy ??",out
"Lets dance #happybaby with @GustiAgungPutra at Rockstar Gym Kota Kasablanka [pic] t.co kcoSzp8Zye",out
"@Nashgrier will you follow me someday",out
"My weekend with my cake Happy weekend my girls Happy to my love too @MarkusFeehily xx t.co WG0vuHeIA0",out
"And maldanado does it again @Lotus_F1Team why oh why is this gimp in an F1 car #notalent",out
"Find cause fall in love write book and then make the sequels @JohnCarter2Fans @BackToBarsoom t.co IcewjV8DAx",out
"@gisseleitooo in health class you would talk about him ?",out
"This drive is crazy",out
"Bruh @DirtySouthCanes Turn up",out
"why tf it so hot in this house bruh",out
"Woke up in @duffy_tommy21 bed wtf .but he no we re to be found",out
"walk in and the first thing hear is #ZedsDead and #Biggie #TwoThumbsUp to @DBAHollywood ??",out
"Day off awake at 10 past That doesn make sense",out
"at @LederlandTr in Antalya t.co dWtVINbG2i",out
"@kristen__peace ll make it even better here sexy pic t.co sjcnSJ8iAD",out
"Models shooting session for 2015 calendar in Geneva Switzerland ????? ?????? ???? Geneve suisse t.co mtlCntoeUU",out
"@mjgreenfield1 absolutely Had mate who lost his 11 year old daughter this time last year Terrible",out
"think smart don drink and drive You can cause another life",out
"can make icon edits without my laptop going to cry why am so stupid",out
"@andreassoridis @Ironwand without prejudice so using the same language .she been at the tar brush",out
"at Bexley Wing Hotel t.co IYTIKyDEzA",out
"Oh how is love to have normal sleeping schedule",out
"Journalism yay",out
"be eatin nacho cheese guapo",out
"Watching Guardians of the Galaxy at @cinema21 t.co ZyuSTKSXqC",out
"at Parnamirim in Parnamirim RN t.co rMCfgZnyTN",out
"“@NotebookMsgs Bestfriends are the people you can do anything and nothing with and still have the best time Waiting for him to sundo me?",out
"Blue ? @camerondallas t.co AC9i4lTCr5",out
"Give these girls another reason to be thirsty towards me ??",out
"Cause Bored ? t.co ynNFP4nzwI",out
"@charliebyrne27 @chloelocke_ @RosieGraham2 @emsmithxxxx the whole of my right leg is bruised feel so sick my head hurts ahahaha ayyyy",out
"Transit~ with @clemen_eugenius at @cgk_ap2 t.co 5nfuRHj5Dr",out
"My moms drunk and said you re like half Puerto Rican why are you saying dude",out
"over doing shit for ppl that wouldn do the same for me",out
"@susannareid100 @benshephard Your predictions for today #COYI #WHUFC",out
"Good morning my friend dani",out
"Stalker will be stalkers Can help someone who doesn want it",out
"Looking for something to do in #Enders #Nebraska Check out this great new mobile app t.co 9gWfTnxyAr",out
"@raquelolivaaa Melvin and are going to bring you out here bcuz you re playing",out
"Throwed",out
"faaaack the new season starts on September 9th .don have much time to catch up",out
"don lose any sleep over what not mine ?",out
"#tattoo #rebel #ribpanel #ouch strouth town t.co M4DGdG60FY",out
"If could punch you in the face so fucking would",out
"Believe in urself Be urself and never stop dreaming Gm family remember chalewote happening live today at James town high street",out
"To the light Tornado Fish FISH <instrumental> FISH INSTRUMENTAL FACEWALL",out
"Lets go girls",out
"Still Jet Lagging wonder how long it takes to recover ?",out
"Thank god for first row parking and already being home",out
"Gotta change my hair color",out
"hate finding shit out",out
"Hey guys stop hating on @PRETTYPUNKCTH she did the right thing",out
"@rpmcgee @annkane20 @MichaelMJG91 ? just saying it Robin does not make it so they don HAVE to do anything",out
"Still Jet Lagging wonder how long it takes to recover ?",out
"With @megaindah_sari at Wb t.co LQKJAPr4Vh",out
"@courtneyrosez @Bella_supriyani @Rarahayu_ @FIirtationship Bestfriend goals ?? t.co 43eauaNLgB",out
"@sickslut CANT BREATHE WHAT THE HELL WAS WRONG WITH ME",out
"@EGCrimsix Dude your like totally rad",out
"Goodnight daddy",out
"@Arsenal Everton Arsenal Sanchez to score his first #EFCvsAFC #COYG",out
"@radionz Legend Phil for getting the Kinks in amongst the tripe",out
"@PaulCabbinBeats You can never be happy if you re trapped in the past and fearful of the future",out
"Watching Godzilla with @beib838 and ??? Si at Dhey Kost t.co igaenSluKr",out
"if you ain losing friends then you re not doing it right ? #walkbyfaith #notbysight ?",out
"Saturday is pancakes day",out
"@SHendry775 @davidkjack get it up here Did you actually do it ???",out
"@teddysharpley fried chicken",out
"Not sleepy",out
"@kripa21909116 went and watched the floats ??#Hibiscus",out
"@_JackieShaun see why love you",out
"7k t3ybeny 6yba td5len elglb che a7bch rby y7f 9ch xoxo",out
"Wind 3.6 mph Barometer 1015.0 hPa Rising slowly Temperature 11.5 &deg Rain today 0.0 mm Humidity 87% f5",out
"@BrianMSeaman @Timewalkproject At your service replaced that booklet in 2011 t.co te67tkZOgE new stats out soon @VisitEnglandBiz",out
"Oh god and it your first language Help",out
"If send you random selfies you should feel special ?",out
"First things first hungry",out
"did that",out
"At PIZZA EN BIER The Good Pizza Awesome Beers t.co T9R06fNE00",out
"@LoveBeinen thank you?",out
"Like you can be any age be depressed which really sucks bc wish everyone was happy",out
"newest traplords ? t.co 62umQiOuQZ",out
"looooook at harry he is such babe t.co speG6sFmHB",out
"any ppl in seal beach wanna let me in their home to get some tissues #kleenex",out
"think all needed was my bed ahhh omg love more thwn life",out
"@mattyboyyyyy My side chick still look better than ya wifey literally",out
"Lol #TeamNoSleep ig ?",out
"@AlvinFerBR Oh my @BoyGeorge is so beautiful xoxo",out
"@kristlebasilio thirty eignt Gimme Live",out
"Yea my crew we on one t.co XUAHcu9sEN",out
"@Cmdr_Hadfield wasn it called Robbie",out
"be feelin like the man when walk thru ?",out
"@tristinc1 @_taylormarion you better You said you were Haha",out
"Lord knows ve missed this chick t.co G28kMwjgwH",out
"Mickey Mouse takes drugs",out
"damn #LeoSeason flew by ?",out
"saturday yaw t.co JBbr8HnyCe",out
"@Greedy4_World Girls that can take dick ?>>> love yall",out
"Jack Whiiiiiite So mind blowing just now #sanfrancisco #jackwhite #billgrahamcivicauditorium #imissedthiscity",out
"never gave fuck in the first place ???",out
"Actions speak way louder than words",out
"Lemme be your astronaut ?? even if you got ass ? or not ?",out
"fun night with @killinurvibe maya_lynne ? Union Station Los Angeles t.co ZgShIeb6kb",out
"“@CauseWereGlRLS would die if someone die this for me ?? t.co l38Ig0jNh2” so cute",out
"swear food tastes 10X better after midnight ?",out
"needa catch up with some people from high school it been too long",out
"@sierra_h_moniz lol Danisa little party",out
"These windows tinted af",out
"Temp 73.6° Humidity 91% Winds 0.0 mph dir Press 1013.2 mb Steady Rainfall 0.00 in",out
"@PonceKristen is the most angry drunk have ever met in my life",out
"don want you to follow me just greeting @Harry_Styles x4",out
"Had the craziest dream ? font even wanna go back to sleep",out
"@NicholasSaginor @netflix faggot",out
"@ChemicalMisuse it very cool like it",out
"@Mac_n_KEEGS go to bed second grader",out
"Bwesit",out
"@NightStrangler Off with those shoes to lick her sexy feet",out
"have sharp stick from boy scouts",out
"@Questionnier Chris brown songs Or Trey songz Which do you prefer #QuickSaturdayQnA Trey Songz",out
"Fuming @katieabrown_ hasn taken her iphone to Leeds wanna see some pics #leeds14",out
"#KapagYumamanAko magta travel ako around the world with my bestfriends @Halimanessa @Malikhanessa",out
"Dom almost killed me ?",out
"Dude know in my heart you re lying to me",out
"But why we look like family lol t.co bidkIpvjU0",out
"#votedemilovato cause she an american lol love you @ddlovato 73",out
"With Reydo Chaesario and others at ALICE tea room t.co oUuIZcZEgZ",out
"@tbhsage good girl good influence approved ??",out
"Agreed",out
"didn pour any ice but this one for you grampa jimmy challenge noone stop pouring water on your heads t.co 0KxQDJKEpr",out
"no time no time ?",out
"And can sleep __",out
"Hey do you wanna chug beer .LMAO um nooooo",out
"@rachelmanning11 @nikkiking668 @hellboy8700 @bryboone @TopkitKev @CathDunning Thanks Rach ll get Imodium ask for doctor if needed",out
"Centil t.co a1v7vtBZut",out
"@InsolvencyCIC @TheFCA say that mismatch in skills edumacation and knowledge",out
"@paul_steele off to Venice for the 3rd time soon first went aged and it stayed in my The most magical place on Earth ?",out
"West side decided to chirp me tonight Let just say didn take to that to kindly #fuckingMouthBreathers",out
"Like some people wear the shirts but who really listens to them need to know",out
"Otw Leilem village ?? with @vicky_rantung and @christyiren at Ring Road Manado t.co cIRRxqSWaS",out
"Typin shit to say to you then deletin it on my phone when textin Cause still be thinkin about you like every day no question",out
"Wind 0.6 mph WNW Barometer 1022.2 mb Rising slowly Temperature 13.4 °C Rain today 0.0 mm Humidity 95%",out
"@Akramkh01693429 Don Ask what the country can do for you ask what #you #can #do #for #ur #country #india",out
"Losing right now",out
"@tankburns we don trust these hoes",out
"Now someone call me and keep me company Cause Sam bought me monster earlier and probably not gonna sleep",out
"@YoungMissDes to much on the ?",out
"“@queenjaniiine want some lips” ?",out
"OMG SOMEONE COME TICKLE ME",out
"@Jadeelliott85 me please ?",out
"@benirwin @RunKeeper Wow 1000 miles .you have ran of the way across the U.S",out
"@MetMattTaylor stop trying to make it rain on us ?",out
"@jennie_miles it is indeed",out
"Tomrrw ima ask Ady later on lol",out
"thank you for puberty holy hell t.co PPy0OI8GnA",out
"@_Higgs_Boson Joe Cole was that bad he couldn even get in that team",out
"@MarlenGomez7 calmate",out
"@kailahpebble my face when saw the picture t.co E9DPSFM0xx",out
"shitty situations that can do anything about <<",out
"at Bar do Branco in Belo Horizonte t.co mB0r2ogfhu",out
"Off to Portman Road for the Old Farm Derby Come on Norwich #NCFC OTBC",out
"@DeltaAssist purchased day pass for the Sky Club but when went there the door was locked and no one was inside Can get refund",out
"Envelope Wallet Case Purse Phone Case for Samsung Galaxy S2 S3 Iphone 4S 5S NS Full read by eBay Price 6.5 t.co OwBTpzDjYM",out
"Brick Lane Coffee t.co 1KiZ3Lq2EW #London Toy Story escape on Brick Lane #bricklane t.co 5S4GfB69cr",out
"@ScottSenkeresty @_daddev you want the library spec rather than the language spec t.co cszfuYLLEV",out
"my nose is on its period rn",out
"@trafficscotland can somebody please enlighten me as to what this sign means #confused t.co wP5jyRTZ6Z",out
"@Caleb_Larson_89 @Trey_Carney you re just jelly he crashed into me and not you",out
"08 30 BST Temperature 12.1°C Wind NW mph ave 12 mph gust Humidity 76% Rain hourly 0.0 mm Pressure 1021 hPa rising slowly",out
"@lmorales066 right ????",out
"You ring the bell before they cohnt me out",out
"THIS IS THE LAST SATURDAY OF SUMMER",out
